date,year,area_id,area_name,display_name,area,lat,lon,property_type,txn_count,median_pps,median_price,median_area_sqft
2012-07-01,2012,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Unit,10,9148.90,782947.50,85.98
2012-07-01,2012,123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,24.97,55.21,Building,13,10.76,96886.00,9001.00
2012-07-01,2012,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Unit,83,5661.87,500000.00,88.31
2012-07-01,2012,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Villa,14,11419.64,2558000.00,224.00
2012-07-01,2012,148,Marsa Dubai,Dubai Marina,Dubai Marina,25.08,55.14,Unit,423,10660.82,1015550.00,95.26
2012-07-01,2012,149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),25.03,55.19,Unit,30,10188.56,892700.00,87.61
2012-07-01,2012,151,Mirdif,Mirdif,Mirdif,25.22,55.42,Villa,12,3731.50,2600000.00,696.77
2012-07-01,2012,167,Nadd Hessa,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12,55.39,Unit,67,8667.94,797190.00,91.97
2012-07-01,2012,167,Nadd Hessa,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12,55.39,Villa,13,6177.52,2406763.00,389.60
2012-07-01,2012,174,Palm Jumeirah,Palm Jumeirah,Palm Jumeirah,25.12,55.14,Unit,106,13385.93,2555000.00,190.88
2012-07-01,2012,175,Port Saeed,,Port Saeed,25.26,55.33,Unit,29,10653.67,1180000.00,110.76
2012-07-01,2012,200,Wadi Al Safa 2,Dubailand,Dubailand,25.06,55.25,Unit,68,6050107.89,847355.50,0.14
2012-07-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Land,12,1248.62,1050516.50,840.44
2012-07-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Unit,23,7424.58,581270.00,78.29
2012-07-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Villa,30,2294.79,2994344.00,1124.60
2012-07-01,2012,204,Wadi Al Safa 6,Arabian Ranches,Arabian Ranches,25.05,55.28,Villa,59,5711.88,3800000.00,665.28
2012-07-01,2012,205,Wadi Al Safa 7,Mudon,Mudon,25.02,55.27,Villa,107,2461.72,1000000.00,406.22
2012-07-01,2012,207,Warsan Fourth,Al Warsan 4,Al Warsan 4,25.13,55.41,Unit,51,8126.27,598500.00,73.65
2012-08-01,2012,9,Al Barsha South Fifth,Al Barsha South 5,Al Barsha South 5,25.05,55.19,Villa,27,2974.54,1825000.00,613.54
2012-08-01,2012,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Unit,103,8649.43,766080.00,88.57
2012-08-01,2012,28,Al Hebiah Fifth,DAMAC Hills 2 (Akoya),DAMAC Hills 2 (Akoya),24.99,55.37,Unit,54,10026.24,789570.00,78.71
2012-08-01,2012,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Unit,49,8593.61,668497.00,77.79
2012-08-01,2012,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Villa,18,4892.91,3425000.00,700.18
2012-08-01,2012,35,Al Jadaf,Al Jaddaf,Al Jaddaf,25.21,55.32,Unit,12,21953.82,8985587.00,404.43
2012-08-01,2012,82,Al Thanayah Fourth,The Greens & The Views,The Greens & The Views,25.09,55.17,Villa,65,6862.75,1750000.00,255.00
2012-08-01,2012,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Unit,192,8232.57,672863.50,81.73
2012-08-01,2012,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Villa,38,4651.63,3163650.00,680.29
2012-08-01,2012,84,Al Thanyah First,Emirates Hills,Emirates Hills,25.06,55.16,Unit,41,5407.21,719916.00,133.14
2012-08-01,2012,85,Al Thanyah Third,Barsha Heights (TECOM),Barsha Heights (TECOM),25.10,55.17,Unit,70,11325.39,1180520.50,104.19
2012-08-01,2012,95,Al Warsan First,International City,International City,25.17,55.42,Unit,128,4305.01,288436.00,67.00
2012-08-01,2012,118,Burj Khalifa,Downtown Dubai,Downtown Dubai,25.19,55.28,Unit,123,16328.49,2129888.00,130.44
2012-08-01,2012,120,Business Bay,Business Bay,Business Bay,25.19,55.26,Unit,164,13293.80,1823956.00,137.17
2012-08-01,2012,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Building,18,10.76,218981.50,20344.03
2012-08-01,2012,123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,24.97,55.21,Building,14,261.51,3431485.00,12079.99
2012-08-01,2012,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Unit,25,6266.67,282000.00,45.00
2012-08-01,2012,148,Marsa Dubai,Dubai Marina,Dubai Marina,25.08,55.14,Unit,269,10441.62,837000.00,80.16
2012-08-01,2012,149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),25.03,55.19,Unit,16,5642.36,260000.00,46.08
2012-08-01,2012,167,Nadd Hessa,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12,55.39,Unit,35,6996.25,391300.00,55.93
2012-08-01,2012,174,Palm Jumeirah,Palm Jumeirah,Palm Jumeirah,25.12,55.14,Unit,61,12458.47,1500000.00,120.40
2012-08-01,2012,174,Palm Jumeirah,Palm Jumeirah,Palm Jumeirah,25.12,55.14,Villa,10,15651.30,10000000.00,639.43
2012-08-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Land,31,1152.20,1645669.00,1428.29
2012-08-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Unit,14,7212.27,853741.00,118.36
2012-08-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Villa,73,1152.19,1780221.00,1545.07
2012-08-01,2012,204,Wadi Al Safa 6,Arabian Ranches,Arabian Ranches,25.05,55.28,Villa,38,5509.03,4012500.00,728.32
2012-09-01,2012,9,Al Barsha South Fifth,Al Barsha South 5,Al Barsha South 5,25.05,55.19,Villa,44,4737.78,852800.00,180.00
2012-09-01,2012,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Unit,59,6787.49,354375.00,52.21
2012-09-01,2012,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Villa,14,6057.18,1665267.50,274.78
2012-09-01,2012,28,Al Hebiah Fifth,DAMAC Hills 2 (Akoya),DAMAC Hills 2 (Akoya),24.99,55.37,Unit,19,10312.09,723290.00,70.14
2012-09-01,2012,29,Al Hebiah First,Arabian Ranches III,Arabian Ranches III,24.98,55.26,Unit,17,6351.29,580000.00,91.32
2012-09-01,2012,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Unit,90,7678.23,336460.00,43.82
2012-09-01,2012,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Villa,22,5038.00,2545980.00,502.20
2012-09-01,2012,35,Al Jadaf,Al Jaddaf,Al Jaddaf,25.21,55.32,Unit,26,18662.06,7115725.00,376.62
2012-09-01,2012,82,Al Thanayah Fourth,The Greens & The Views,The Greens & The Views,25.09,55.17,Villa,68,5876.18,3000000.00,510.81
2012-09-01,2012,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Unit,385,8473.56,749232.00,88.42
2012-09-01,2012,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Villa,73,4731.88,3785500.00,800.00
2012-09-01,2012,84,Al Thanyah First,Emirates Hills,Emirates Hills,25.06,55.16,Unit,30,18331.84,983503.00,53.65
2012-09-01,2012,85,Al Thanyah Third,Barsha Heights (TECOM),Barsha Heights (TECOM),25.10,55.17,Unit,104,11530.99,1433300.00,124.29
2012-09-01,2012,85,Al Thanyah Third,Barsha Heights (TECOM),Barsha Heights (TECOM),25.10,55.17,Villa,15,9161.70,4200000.00,458.43
2012-09-01,2012,95,Al Warsan First,International City,International City,25.17,55.42,Unit,245,4844.96,218023.00,45.00
2012-09-01,2012,118,Burj Khalifa,Downtown Dubai,Downtown Dubai,25.19,55.28,Unit,146,17495.00,1892404.00,108.14
2012-09-01,2012,120,Business Bay,Business Bay,Business Bay,25.19,55.26,Unit,195,12814.06,1111876.00,86.77
2012-09-01,2012,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Building,106,10.76,10825.00,1005.66
2012-09-01,2012,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Land,18,10.76,10825.00,1005.67
2012-09-01,2012,123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,24.97,55.21,Building,30,10.76,68611.00,6374.14
2012-09-01,2012,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Unit,64,6216.64,1085261.00,174.69
2012-09-01,2012,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Villa,16,4625.42,2775250.00,600.00
2012-09-01,2012,148,Marsa Dubai,Dubai Marina,Dubai Marina,25.08,55.14,Unit,468,11429.02,2432500.00,212.84
2012-09-01,2012,149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),25.03,55.19,Unit,15,4788.61,222000.00,46.36
2012-09-01,2012,167,Nadd Hessa,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12,55.39,Unit,104,6840.65,437905.00,64.00
2012-09-01,2012,167,Nadd Hessa,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12,55.39,Villa,11,5950.57,2619205.00,440.16
2012-09-01,2012,174,Palm Jumeirah,Palm Jumeirah,Palm Jumeirah,25.12,55.14,Unit,68,12797.40,2100000.00,164.10
2012-09-01,2012,200,Wadi Al Safa 2,Dubailand,Dubailand,25.06,55.25,Villa,11,4906.14,2650000.00,540.14
2012-09-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Land,18,1209.89,901242.50,749.25
2012-09-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Unit,79,7353.27,501346.00,68.18
2012-09-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Villa,33,3900.22,4794000.00,1229.16
2012-09-01,2012,204,Wadi Al Safa 6,Arabian Ranches,Arabian Ranches,25.05,55.28,Villa,50,5617.21,3370000.00,599.88
2012-09-01,2012,205,Wadi Al Safa 7,Mudon,Mudon,25.02,55.27,Unit,11,1601.21,5500000.00,3434.90
2012-09-01,2012,207,Warsan Fourth,Al Warsan 4,Al Warsan 4,25.13,55.41,Unit,13,7932.00,548974.00,69.21
2012-10-01,2012,9,Al Barsha South Fifth,Al Barsha South 5,Al Barsha South 5,25.05,55.19,Villa,30,3414.25,2212500.00,648.05
2012-10-01,2012,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Unit,112,6173.74,535400.00,86.72
2012-10-01,2012,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Villa,20,11033.70,1450000.00,131.81
2012-10-01,2012,28,Al Hebiah Fifth,DAMAC Hills 2 (Akoya),DAMAC Hills 2 (Akoya),24.99,55.37,Unit,30,9746.34,643213.50,65.99
2012-10-01,2012,29,Al Hebiah First,Arabian Ranches III,Arabian Ranches III,24.98,55.26,Unit,18,6232.51,616390.00,98.90
2012-10-01,2012,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Unit,42,7001.30,735500.00,105.16
2012-10-01,2012,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Villa,14,5681.59,4450000.00,777.76
2012-10-01,2012,35,Al Jadaf,Al Jaddaf,Al Jaddaf,25.21,55.32,Unit,10,16762.68,3137250.00,187.01
2012-10-01,2012,79,Al Safouh Second,,Al Safouh Second,,,Unit,10,15128.08,33132000.00,2190.10
2012-10-01,2012,82,Al Thanayah Fourth,The Greens & The Views,The Greens & The Views,25.09,55.17,Villa,105,5945.72,1540000.00,259.01
2012-10-01,2012,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Unit,606,8679.64,816418.00,94.06
2012-10-01,2012,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Villa,61,4891.58,4575000.00,935.28
2012-10-01,2012,84,Al Thanyah First,Emirates Hills,Emirates Hills,25.06,55.16,Unit,30,11243.11,615863.00,54.84
2012-10-01,2012,85,Al Thanyah Third,Barsha Heights (TECOM),Barsha Heights (TECOM),25.10,55.17,Unit,125,11405.76,800000.00,70.14
2012-10-01,2012,95,Al Warsan First,International City,International City,25.17,55.42,Unit,219,4558.82,310000.00,68.00
2012-10-01,2012,118,Burj Khalifa,Downtown Dubai,Downtown Dubai,25.19,55.28,Unit,277,18348.19,1811700.00,98.74
2012-10-01,2012,120,Business Bay,Business Bay,Business Bay,25.19,55.26,Unit,288,11516.26,1621831.00,140.84
2012-10-01,2012,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Building,58,100.00,1029870.00,10546.02
2012-10-01,2012,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Unit,49,9427.28,760216.00,80.64
2012-10-01,2012,123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,24.97,55.21,Building,27,10.76,37674.00,3499.99
2012-10-01,2012,123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,24.97,55.21,Unit,11,6233.42,893000.00,143.26
2012-10-01,2012,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Unit,66,6588.58,312500.00,47.42
2012-10-01,2012,148,Marsa Dubai,Dubai Marina,Dubai Marina,25.08,55.14,Unit,747,12008.01,1483710.00,123.56
2012-10-01,2012,149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),25.03,55.19,Unit,23,7248.13,600000.00,82.78
2012-10-01,2012,167,Nadd Hessa,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12,55.39,Unit,108,6261.91,432400.00,69.06
2012-10-01,2012,174,Palm Jumeirah,Palm Jumeirah,Palm Jumeirah,25.12,55.14,Unit,64,11460.04,1975000.00,172.32
2012-10-01,2012,174,Palm Jumeirah,Palm Jumeirah,Palm Jumeirah,25.12,55.14,Villa,14,15684.73,8600000.00,546.51
2012-10-01,2012,183,Saih Shuaib 2,,Saih Shuaib 2,24.86,55.06,Villa,10,7825.36,1639804.50,209.55
2012-10-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Land,12,1359.76,1236658.00,909.94
2012-10-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Unit,74,7294.44,871905.00,119.53
2012-10-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Villa,28,4334.86,2595500.00,598.62
2012-10-01,2012,204,Wadi Al Safa 6,Arabian Ranches,Arabian Ranches,25.05,55.28,Villa,77,5503.67,3300000.00,599.60
2012-10-01,2012,207,Warsan Fourth,Al Warsan 4,Al Warsan 4,25.13,55.41,Unit,20,8746.06,400000.00,45.75
2012-11-01,2012,9,Al Barsha South Fifth,Al Barsha South 5,Al Barsha South 5,25.05,55.19,Villa,36,4313.55,1612500.00,386.52
2012-11-01,2012,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Unit,113,8818.60,789000.00,89.47
2012-11-01,2012,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Villa,41,4737.78,852800.00,180.00
2012-11-01,2012,28,Al Hebiah Fifth,DAMAC Hills 2 (Akoya),DAMAC Hills 2 (Akoya),24.99,55.37,Unit,33,9655.63,634375.00,65.70
2012-11-01,2012,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Unit,44,8032.39,336819.00,41.92
2012-11-01,2012,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Villa,14,5239.34,4110000.00,786.77
2012-11-01,2012,35,Al Jadaf,Al Jaddaf,Al Jaddaf,25.21,55.32,Unit,15,22659.06,6311000.00,278.52
2012-11-01,2012,73,Al Ruwayyah,,Al Ruwayyah,25.13,55.43,Land,12,4215.16,2830500.00,672.15
2012-11-01,2012,82,Al Thanayah Fourth,The Greens & The Views,The Greens & The Views,25.09,55.17,Villa,78,7199.62,2725000.00,378.49
2012-11-01,2012,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Unit,401,8381.23,350000.00,41.76
2012-11-01,2012,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Villa,65,5243.41,4500000.00,858.22
2012-11-01,2012,84,Al Thanyah First,Emirates Hills,Emirates Hills,25.06,55.16,Unit,25,10078.62,1217396.00,120.79
2012-11-01,2012,85,Al Thanyah Third,Barsha Heights (TECOM),Barsha Heights (TECOM),25.10,55.17,Unit,85,11904.59,1643786.00,138.08
2012-11-01,2012,85,Al Thanyah Third,Barsha Heights (TECOM),Barsha Heights (TECOM),25.10,55.17,Villa,15,11739.86,3360888.00,286.28
2012-11-01,2012,95,Al Warsan First,International City,International City,25.17,55.42,Unit,151,5037.59,335000.00,66.50
2012-11-01,2012,118,Burj Khalifa,Downtown Dubai,Downtown Dubai,25.19,55.28,Unit,503,22157.49,1863888.00,84.12
2012-11-01,2012,120,Business Bay,Business Bay,Business Bay,25.19,55.26,Unit,266,12756.62,1570000.00,123.19
2012-11-01,2012,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Building,103,140.62,141412.00,1005.65
2012-11-01,2012,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Land,19,140.62,206061.00,1465.40
2012-11-01,2012,123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,24.97,55.21,Building,34,10.76,48835.50,4536.94
2012-11-01,2012,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Unit,41,6666.67,300000.00,45.00
2012-11-01,2012,148,Marsa Dubai,Dubai Marina,Dubai Marina,25.08,55.14,Unit,511,11465.74,1225000.00,106.84
2012-11-01,2012,149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),25.03,55.19,Unit,22,5859.38,270000.00,46.08
2012-11-01,2012,167,Nadd Hessa,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12,55.39,Unit,81,7007.70,523405.00,74.69
2012-11-01,2012,174,Palm Jumeirah,Palm Jumeirah,Palm Jumeirah,25.12,55.14,Unit,81,14476.76,3280000.00,226.57
2012-11-01,2012,201,Wadi Al Safa 3,Dubai Hills Estate,Dubai Hills Estate,25.12,55.26,Villa,35,3731.41,2586800.00,693.25
2012-11-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Unit,66,7294.44,871905.00,119.53
2012-11-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Villa,24,4379.88,3675000.00,843.39
2012-11-01,2012,204,Wadi Al Safa 6,Arabian Ranches,Arabian Ranches,25.05,55.28,Villa,49,6472.90,4100000.00,633.41
2012-12-01,2012,9,Al Barsha South Fifth,Al Barsha South 5,Al Barsha South 5,25.05,55.19,Villa,44,3477.11,2387500.00,686.65
2012-12-01,2012,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Unit,157,7432.61,277608.00,37.35
2012-12-01,2012,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Villa,47,10035.97,2204000.00,219.61
2012-12-01,2012,28,Al Hebiah Fifth,DAMAC Hills 2 (Akoya),DAMAC Hills 2 (Akoya),24.99,55.37,Unit,79,9119.01,862750.00,94.61
2012-12-01,2012,29,Al Hebiah First,Arabian Ranches III,Arabian Ranches III,24.98,55.26,Unit,21,6582.39,880000.00,133.69
2012-12-01,2012,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Unit,105,8010.54,832776.00,103.96
2012-12-01,2012,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Villa,38,6923.95,7050000.00,1018.21
2012-12-01,2012,35,Al Jadaf,Al Jaddaf,Al Jaddaf,25.21,55.32,Unit,14,16315.44,2437680.00,149.35
2012-12-01,2012,73,Al Ruwayyah,,Al Ruwayyah,25.13,55.43,Land,13,1346.07,848000.00,629.98
2012-12-01,2012,82,Al Thanayah Fourth,The Greens & The Views,The Greens & The Views,25.09,55.17,Villa,86,7792.72,7050000.00,906.97
2012-12-01,2012,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Unit,528,8776.78,820827.50,93.53
2012-12-01,2012,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Villa,70,5091.17,3647500.00,716.24
2012-12-01,2012,84,Al Thanyah First,Emirates Hills,Emirates Hills,25.06,55.16,Unit,13,9898.02,1202114.00,121.45
2012-12-01,2012,85,Al Thanyah Third,Barsha Heights (TECOM),Barsha Heights (TECOM),25.10,55.17,Unit,104,11341.26,820000.00,72.31
2012-12-01,2012,85,Al Thanyah Third,Barsha Heights (TECOM),Barsha Heights (TECOM),25.10,55.17,Villa,13,8808.99,4650000.00,527.87
2012-12-01,2012,95,Al Warsan First,International City,International City,25.17,55.42,Unit,487,4444.44,200000.00,45.00
2012-12-01,2012,118,Burj Khalifa,Downtown Dubai,Downtown Dubai,25.19,55.28,Unit,380,19670.38,2425000.00,123.28
2012-12-01,2012,120,Business Bay,Business Bay,Business Bay,25.19,55.26,Unit,427,13228.12,761940.00,57.60
2012-12-01,2012,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Building,22,66.47,1831343.50,27543.43
2012-12-01,2012,123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,24.97,55.21,Building,20,67.88,316146.00,3899.99
2012-12-01,2012,123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,24.97,55.21,Unit,32,9202.82,385000.00,41.84
2012-12-01,2012,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Unit,51,7081.63,347000.00,49.00
2012-12-01,2012,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Villa,15,11549.11,2587000.00,224.00
2012-12-01,2012,148,Marsa Dubai,Dubai Marina,Dubai Marina,25.08,55.14,Unit,1711,12114.54,550000.00,45.40
2012-12-01,2012,159,Nad Al Hamar,,Nad Al Hamar,25.21,55.38,Land,13,2368.06,4403960.00,1859.73
2012-12-01,2012,167,Nadd Hessa,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12,55.39,Unit,140,6856.89,620000.00,90.42
2012-12-01,2012,174,Palm Jumeirah,Palm Jumeirah,Palm Jumeirah,25.12,55.14,Unit,109,11943.82,2075000.00,173.73
2012-12-01,2012,174,Palm Jumeirah,Palm Jumeirah,Palm Jumeirah,25.12,55.14,Villa,13,17176.34,10700000.00,622.95
2012-12-01,2012,202,Wadi Al Safa 4,,Wadi Al Safa 4,25.08,55.32,Unit,11,15409.94,3397275.00,220.46
2012-12-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Unit,131,7348.76,867815.00,118.09
2012-12-01,2012,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Villa,76,3710.06,3710000.00,999.99
2012-12-01,2012,204,Wadi Al Safa 6,Arabian Ranches,Arabian Ranches,25.05,55.28,Villa,61,6470.60,4550000.00,703.18
2013-01-01,2013,9,Al Barsha South Fifth,Al Barsha South 5,Al Barsha South 5,25.05,55.19,Villa,60,3115.34,2071950.00,663.92
2013-01-01,2013,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Unit,89,8793.14,671180.00,76.33
2013-01-01,2013,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Villa,29,8365.70,2072017.00,247.68
2013-01-01,2013,28,Al Hebiah Fifth,DAMAC Hills 2 (Akoya),DAMAC Hills 2 (Akoya),24.99,55.37,Unit,92,9177.41,860015.00,93.71
2013-01-01,2013,29,Al Hebiah First,Arabian Ranches III,Arabian Ranches III,24.98,55.26,Unit,23,6939.81,829863.00,119.58
2013-01-01,2013,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Unit,88,8262.51,350000.00,42.36
2013-01-01,2013,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Villa,19,5659.90,3800000.00,671.39
2013-01-01,2013,73,Al Ruwayyah,,Al Ruwayyah,25.13,55.43,Land,33,7885.59,7375000.00,935.25
2013-01-01,2013,79,Al Safouh Second,,Al Safouh Second,,,Unit,31,13698.00,30000000.00,2190.10
2013-01-01,2013,82,Al Thanayah Fourth,The Greens & The Views,The Greens & The Views,25.09,55.17,Villa,101,7600.67,5500000.00,723.62
2013-01-01,2013,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Unit,522,9056.83,686500.00,75.80
2013-01-01,2013,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Villa,80,4979.92,3589400.00,720.77
2013-01-01,2013,84,Al Thanyah First,Emirates Hills,Emirates Hills,25.06,55.16,Unit,19,8573.36,583503.00,68.06
2013-01-01,2013,85,Al Thanyah Third,Barsha Heights (TECOM),Barsha Heights (TECOM),25.10,55.17,Unit,88,12061.93,1055000.00,87.41
2013-01-01,2013,85,Al Thanyah Third,Barsha Heights (TECOM),Barsha Heights (TECOM),25.10,55.17,Villa,23,10843.59,4900000.00,451.88
2013-01-01,2013,95,Al Warsan First,International City,International City,25.17,55.42,Unit,298,5755.56,259000.00,45.00
2013-01-01,2013,118,Burj Khalifa,Downtown Dubai,Downtown Dubai,25.19,55.28,Unit,269,18233.15,1550000.00,85.01
2013-01-01,2013,120,Business Bay,Business Bay,Business Bay,25.19,55.26,Unit,380,14421.09,1392318.50,96.55
2013-01-01,2013,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Building,35,204.15,6790000.00,33260.20
2013-01-01,2013,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Unit,15,7920.08,694591.00,87.70
2013-01-01,2013,123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,24.97,55.21,Building,15,10.76,82782.00,7690.66
2013-01-01,2013,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Unit,180,7268.28,352500.00,48.50
2013-01-01,2013,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Villa,53,11575.89,2593000.00,224.00
2013-01-01,2013,148,Marsa Dubai,Dubai Marina,Dubai Marina,25.08,55.14,Unit,714,11885.89,996716.00,83.86
2013-01-01,2013,149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),25.03,55.19,Unit,41,7398.37,910000.00,123.00
2013-01-01,2013,151,Mirdif,Mirdif,Mirdif,25.22,55.42,Villa,10,4644.43,4622400.00,1019.10
