date,year,area_id,area_name,display_name,area,lat,lon,property_type,txn_count,median_pps,median_price,median_area_sqft
2017-06-01,2017,33,Al Hebiah Third,DAMAC Hills 2,DAMAC Hills 2,24.99,55.39,Villa,21,8428.80,3620000.00,429.48
2017-06-01,2017,35,Al Jadaf,Al Jaddaf,Al Jaddaf,25.21,55.32,Unit,40,15509.11,651507.50,42.00
2017-06-01,2017,82,Al Thanayah Fourth,The Greens & The Views,The Greens & The Views,25.09,55.17,Villa,26,8499.29,3592500.00,428.32
2017-06-01,2017,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Unit,77,11882.52,804684.00,67.72
2017-06-01,2017,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Villa,14,6733.97,2975000.00,440.46
2017-06-01,2017,84,Al Thanyah First,Emirates Hills,Emirates Hills,25.06,55.16,Unit,20,14529.57,1081697.00,73.35
2017-06-01,2017,85,Al Thanyah Third,Barsha Heights (TECOM),Barsha Heights (TECOM),25.10,55.17,Unit,34,14731.17,1025000.00,69.57
2017-06-01,2017,95,Al Warsan First,International City,International City,25.17,55.42,Unit,75,7298.72,485000.00,66.45
2017-06-01,2017,99,Al Yelayiss 1,Town Square (Al Yelayiss 1),Town Square (Al Yelayiss 1),25.00,55.30,Villa,51,7692.31,2700000.00,351.00
2017-06-01,2017,100,Al Yelayiss 2,Town Square,Town Square,25.00,55.29,Unit,23,10138.23,893888.00,88.17
2017-06-01,2017,100,Al Yelayiss 2,Town Square,Town Square,25.00,55.29,Villa,91,6656.49,1250888.00,187.92
2017-06-01,2017,103,Al Yufrah 2,DAMAC Lagoons / Al Yufrah 2,DAMAC Lagoons / Al Yufrah 2,24.96,55.38,Land,83,9354.95,1050000.00,112.24
2017-06-01,2017,103,Al Yufrah 2,DAMAC Lagoons / Al Yufrah 2,DAMAC Lagoons / Al Yufrah 2,24.96,55.38,Villa,22,9152.53,1600000.00,174.81
2017-06-01,2017,104,Al Yufrah 3,Al Yufrah 3,Al Yufrah 3,24.96,55.38,Land,29,9152.79,1600000.00,174.81
2017-06-01,2017,104,Al Yufrah 3,Al Yufrah 3,Al Yufrah 3,24.96,55.38,Villa,23,10520.09,1600000.00,152.09
2017-06-01,2017,118,Burj Khalifa,Downtown Dubai,Downtown Dubai,25.19,55.28,Unit,63,21612.00,1700000.00,78.66
2017-06-01,2017,120,Business Bay,Business Bay,Business Bay,25.19,55.26,Unit,163,15607.81,1265793.00,81.10
2017-06-01,2017,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Unit,38,8029.83,322500.00,40.16
2017-06-01,2017,123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,24.97,55.21,Building,11,363.31,4000000.00,11009.76
2017-06-01,2017,123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,24.97,55.21,Unit,12,7778.54,1059317.50,136.18
2017-06-01,2017,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Unit,161,11987.82,512000.00,42.71
2017-06-01,2017,144,Madinat Al Mataar,Dubai South,Dubai South,24.91,55.16,Unit,82,8160.99,626890.50,76.91
2017-06-01,2017,148,Marsa Dubai,Dubai Marina,Dubai Marina,25.08,55.14,Unit,193,14893.71,3300000.00,221.57
2017-06-01,2017,149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),25.03,55.19,Unit,50,10117.53,1178793.50,116.51
2017-06-01,2017,149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),25.03,55.19,Villa,20,13361.13,1855500.00,138.60
2017-06-01,2017,151,Mirdif,Mirdif,Mirdif,25.22,55.42,Unit,13,12632.52,1482173.00,117.33
2017-06-01,2017,161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,25.16,55.31,Unit,10,12681.50,2180896.00,171.97
2017-06-01,2017,167,Nadd Hessa,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12,55.39,Unit,74,9033.08,709000.00,78.49
2017-06-01,2017,174,Palm Jumeirah,Palm Jumeirah,Palm Jumeirah,25.12,55.14,Unit,57,20823.21,3000000.00,144.07
2017-06-01,2017,200,Wadi Al Safa 2,Dubailand,Dubailand,25.06,55.25,Land,13,2894.63,2171000.00,750.01
2017-06-01,2017,200,Wadi Al Safa 2,Dubailand,Dubailand,25.06,55.25,Unit,29,7402.29,750000.00,101.32
2017-06-01,2017,201,Wadi Al Safa 3,Dubai Hills Estate,Dubai Hills Estate,25.12,55.26,Villa,11,5427.36,3060000.00,563.81
2017-06-01,2017,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Unit,12,7449.13,735000.00,98.91
2017-06-01,2017,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Villa,28,8720.22,1667000.00,191.16
2017-06-01,2017,204,Wadi Al Safa 6,Arabian Ranches,Arabian Ranches,25.05,55.28,Villa,30,6067.26,4037500.00,665.28
2017-06-01,2017,205,Wadi Al Safa 7,Mudon,Mudon,25.02,55.27,Villa,23,7762.32,1339000.00,172.50
2017-07-01,2017,9,Al Barsha South Fifth,Al Barsha South 5,Al Barsha South 5,25.05,55.19,Unit,108,12263.55,460373.00,37.53
2017-07-01,2017,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Unit,245,10016.02,576422.00,57.55
2017-07-01,2017,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Villa,14,12083.74,1875000.00,155.11
2017-07-01,2017,14,Al Barshaa South Third,Al Barsha South 3,Al Barsha South 3,25.06,55.24,Unit,84,11612.60,485000.00,41.77
2017-07-01,2017,28,Al Hebiah Fifth,DAMAC Hills 2 (Akoya),DAMAC Hills 2 (Akoya),24.99,55.37,Unit,15,7902.87,1100000.00,139.19
2017-07-01,2017,29,Al Hebiah First,Arabian Ranches III,Arabian Ranches III,24.98,55.26,Unit,17,9531.07,1500000.00,157.38
2017-07-01,2017,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Unit,81,10623.23,450000.00,42.36
2017-07-01,2017,32,Al Hebiah Sixth,DAMAC Lagoons,DAMAC Lagoons,25.00,55.24,Unit,23,11851.16,758000.00,63.96
2017-07-01,2017,33,Al Hebiah Third,DAMAC Hills 2,DAMAC Hills 2,24.99,55.39,Unit,14,12324.53,1082500.00,87.55
2017-07-01,2017,33,Al Hebiah Third,DAMAC Hills 2,DAMAC Hills 2,24.99,55.39,Villa,23,8481.48,2915000.00,343.69
2017-07-01,2017,35,Al Jadaf,Al Jaddaf,Al Jaddaf,25.21,55.32,Unit,36,15306.48,784263.00,51.23
2017-07-01,2017,39,Al Khairan First,Dubai Creek Harbour,Dubai Creek Harbour,25.20,55.36,Unit,152,15365.02,1372388.00,89.33
2017-07-01,2017,49,Al Merkadh,Meydan,Meydan,25.16,55.31,Unit,47,15934.81,1290560.00,80.99
2017-07-01,2017,82,Al Thanayah Fourth,The Greens & The Views,The Greens & The Views,25.09,55.17,Villa,20,8256.34,3050000.00,370.60
2017-07-01,2017,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Unit,140,11577.60,1992500.00,172.08
2017-07-01,2017,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Villa,20,6580.03,5197500.00,789.77
2017-07-01,2017,84,Al Thanyah First,Emirates Hills,Emirates Hills,25.06,55.16,Unit,34,13595.24,1628658.00,119.75
2017-07-01,2017,85,Al Thanyah Third,Barsha Heights (TECOM),Barsha Heights (TECOM),25.10,55.17,Unit,50,14770.73,1713368.00,116.14
2017-07-01,2017,95,Al Warsan First,International City,International City,25.17,55.42,Unit,84,7510.66,375000.00,49.91
2017-07-01,2017,95,Al Warsan First,International City,International City,25.17,55.42,Villa,17,11435.06,1761000.00,154.00
2017-07-01,2017,98,Al Wasl,Al Wasl (City Walk area),Al Wasl (City Walk area),25.20,55.26,Unit,17,20595.61,4648430.00,225.70
2017-07-01,2017,99,Al Yelayiss 1,Town Square (Al Yelayiss 1),Town Square (Al Yelayiss 1),25.00,55.30,Villa,37,8321.55,2196888.00,264.00
2017-07-01,2017,100,Al Yelayiss 2,Town Square,Town Square,25.00,55.29,Unit,60,10409.83,865888.00,83.18
2017-07-01,2017,100,Al Yelayiss 2,Town Square,Town Square,25.00,55.29,Villa,44,6937.87,1303764.50,187.92
2017-07-01,2017,103,Al Yufrah 2,DAMAC Lagoons / Al Yufrah 2,DAMAC Lagoons / Al Yufrah 2,24.96,55.38,Land,88,9160.85,1314500.00,143.51
2017-07-01,2017,104,Al Yufrah 3,Al Yufrah 3,Al Yufrah 3,24.96,55.38,Land,25,9800.43,1100000.00,112.24
2017-07-01,2017,104,Al Yufrah 3,Al Yufrah 3,Al Yufrah 3,24.96,55.38,Villa,17,10276.68,1560000.00,151.80
2017-07-01,2017,118,Burj Khalifa,Downtown Dubai,Downtown Dubai,25.19,55.28,Unit,119,25519.37,5030888.00,197.14
2017-07-01,2017,120,Business Bay,Business Bay,Business Bay,25.19,55.26,Unit,312,17050.26,679200.00,39.84
2017-07-01,2017,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Unit,39,7667.15,1371959.00,178.94
2017-07-01,2017,126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,25.16,55.29,Unit,145,14250.38,851888.00,59.78
2017-07-01,2017,126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,25.16,55.29,Villa,31,8436.76,3416888.00,405.00
2017-07-01,2017,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Land,11,1948.27,1180027.00,605.68
2017-07-01,2017,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Unit,151,10048.70,1469623.00,146.25
2017-07-01,2017,135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,,,Unit,13,14164.41,491080.00,34.67
2017-07-01,2017,144,Madinat Al Mataar,Dubai South,Dubai South,24.91,55.16,Unit,344,7935.77,775600.00,97.76
2017-07-01,2017,148,Marsa Dubai,Dubai Marina,Dubai Marina,25.08,55.14,Unit,254,17219.34,2212044.00,128.47
2017-07-01,2017,149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),25.03,55.19,Unit,49,9435.74,1204000.00,127.60
2017-07-01,2017,149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),25.03,55.19,Villa,16,11078.35,1844500.00,166.45
2017-07-01,2017,161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,25.16,55.31,Unit,17,12851.89,1832422.00,142.58
2017-07-01,2017,167,Nadd Hessa,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12,55.39,Unit,106,8548.64,634448.00,74.20
2017-07-01,2017,174,Palm Jumeirah,Palm Jumeirah,Palm Jumeirah,25.12,55.14,Unit,74,15985.32,2592500.00,162.18
2017-07-01,2017,200,Wadi Al Safa 2,Dubailand,Dubailand,25.06,55.25,Land,22,2894.67,2171000.00,750.00
2017-07-01,2017,200,Wadi Al Safa 2,Dubailand,Dubailand,25.06,55.25,Unit,27,7701.52,501600.00,65.13
2017-07-01,2017,201,Wadi Al Safa 3,Dubai Hills Estate,Dubai Hills Estate,25.12,55.26,Unit,14,8953.45,988319.50,110.44
2017-07-01,2017,201,Wadi Al Safa 3,Dubai Hills Estate,Dubai Hills Estate,25.12,55.26,Villa,11,5400.92,2306895.00,427.13
2017-07-01,2017,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Villa,21,7375.00,2950000.00,400.00
2017-07-01,2017,204,Wadi Al Safa 6,Arabian Ranches,Arabian Ranches,25.05,55.28,Villa,27,6715.31,5200000.00,774.35
2017-07-01,2017,205,Wadi Al Safa 7,Mudon,Mudon,25.02,55.27,Villa,35,7696.91,1414000.00,183.71
2017-07-01,2017,207,Warsan Fourth,Al Warsan 4,Al Warsan 4,25.13,55.41,Unit,10,9820.67,380000.00,38.70
2017-07-01,2017,210,Zaabeel Second,Zabeel 2,Zabeel 2,25.23,55.29,Unit,143,19635.08,1318888.00,67.17
2017-08-01,2017,9,Al Barsha South Fifth,Al Barsha South 5,Al Barsha South 5,25.05,55.19,Land,11,3342.11,2286000.00,684.00
2017-08-01,2017,9,Al Barsha South Fifth,Al Barsha South 5,Al Barsha South 5,25.05,55.19,Unit,50,12384.03,517740.00,41.80
2017-08-01,2017,9,Al Barsha South Fifth,Al Barsha South 5,Al Barsha South 5,25.05,55.19,Villa,12,6377.45,1149600.00,180.21
2017-08-01,2017,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Unit,265,10531.35,1682173.00,159.73
2017-08-01,2017,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Villa,22,11880.26,2200000.00,185.56
2017-08-01,2017,14,Al Barshaa South Third,Al Barsha South 3,Al Barsha South 3,25.06,55.24,Unit,32,11976.34,526560.00,43.97
2017-08-01,2017,20,Al Goze Fourth,Al Quoz 4,Al Quoz 4,25.15,55.25,Unit,10,8768.32,485844.50,55.41
2017-08-01,2017,28,Al Hebiah Fifth,DAMAC Hills 2 (Akoya),DAMAC Hills 2 (Akoya),24.99,55.37,Unit,15,9041.16,1853167.00,204.97
2017-08-01,2017,29,Al Hebiah First,Arabian Ranches III,Arabian Ranches III,24.98,55.26,Unit,15,9416.73,825000.00,87.61
2017-08-01,2017,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Unit,82,9638.86,685000.00,71.08
2017-08-01,2017,33,Al Hebiah Third,DAMAC Hills 2,DAMAC Hills 2,24.99,55.39,Villa,17,8040.47,2750000.00,342.02
2017-08-01,2017,35,Al Jadaf,Al Jaddaf,Al Jaddaf,25.21,55.32,Land,10,9294.78,10747948.00,1156.09
2017-08-01,2017,35,Al Jadaf,Al Jaddaf,Al Jaddaf,25.21,55.32,Unit,33,14947.12,1159000.00,77.54
2017-08-01,2017,39,Al Khairan First,Dubai Creek Harbour,Dubai Creek Harbour,25.20,55.36,Unit,130,15889.90,2062388.00,129.73
2017-08-01,2017,43,Al Kheeran,,Al Kheeran,25.22,55.36,Unit,14,12036.99,1717000.00,142.66
2017-08-01,2017,49,Al Merkadh,Meydan,Meydan,25.16,55.31,Unit,25,15936.64,2786840.00,174.87
2017-08-01,2017,82,Al Thanayah Fourth,The Greens & The Views,The Greens & The Views,25.09,55.17,Villa,34,7626.88,3412500.00,446.57
2017-08-01,2017,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Unit,91,11818.40,1450000.00,122.69
2017-08-01,2017,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Villa,16,6562.50,5250000.00,800.00
2017-08-01,2017,84,Al Thanyah First,Emirates Hills,Emirates Hills,25.06,55.16,Unit,16,12646.79,3395916.00,268.52
2017-08-01,2017,85,Al Thanyah Third,Barsha Heights (TECOM),Barsha Heights (TECOM),25.10,55.17,Unit,42,15151.19,2100000.00,138.49
2017-08-01,2017,95,Al Warsan First,International City,International City,25.17,55.42,Unit,121,7313.43,490000.00,67.00
2017-08-01,2017,95,Al Warsan First,International City,International City,25.17,55.42,Villa,27,11116.88,1712000.00,154.00
2017-08-01,2017,98,Al Wasl,Al Wasl (City Walk area),Al Wasl (City Walk area),25.20,55.26,Unit,18,19236.64,4220750.00,218.25
2017-08-01,2017,99,Al Yelayiss 1,Town Square (Al Yelayiss 1),Town Square (Al Yelayiss 1),25.00,55.30,Villa,31,8458.00,1976888.00,233.73
2017-08-01,2017,100,Al Yelayiss 2,Town Square,Town Square,25.00,55.29,Unit,33,10527.40,953888.00,90.61
2017-08-01,2017,100,Al Yelayiss 2,Town Square,Town Square,25.00,55.29,Villa,30,7087.83,1352500.00,190.82
2017-08-01,2017,103,Al Yufrah 2,DAMAC Lagoons / Al Yufrah 2,DAMAC Lagoons / Al Yufrah 2,24.96,55.38,Land,54,9153.32,1600000.00,174.80
2017-08-01,2017,103,Al Yufrah 2,DAMAC Lagoons / Al Yufrah 2,DAMAC Lagoons / Al Yufrah 2,24.96,55.38,Villa,13,9229.81,1625000.00,176.06
2017-08-01,2017,104,Al Yufrah 3,Al Yufrah 3,Al Yufrah 3,24.96,55.38,Land,11,9169.86,1700000.00,185.39
2017-08-01,2017,104,Al Yufrah 3,Al Yufrah 3,Al Yufrah 3,24.96,55.38,Villa,12,10490.78,1592500.00,151.80
2017-08-01,2017,118,Burj Khalifa,Downtown Dubai,Downtown Dubai,25.19,55.28,Unit,245,25480.46,2857888.00,112.16
2017-08-01,2017,120,Business Bay,Business Bay,Business Bay,25.19,55.26,Unit,389,15865.26,655870.00,41.34
2017-08-01,2017,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Villa,10,5462.79,5587000.00,1019.72
2017-08-01,2017,123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,24.97,55.21,Building,12,822.03,5336912.50,6120.96
2017-08-01,2017,123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,24.97,55.21,Unit,10,7451.90,1156088.50,155.14
2017-08-01,2017,126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,25.16,55.29,Land,11,8745.62,3541888.00,404.99
2017-08-01,2017,126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,25.16,55.29,Unit,125,14269.85,871888.00,61.10
2017-08-01,2017,126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,25.16,55.29,Villa,159,10710.56,2168888.00,202.50
2017-08-01,2017,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Unit,158,10426.30,490000.00,47.00
2017-08-01,2017,135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,,,Unit,16,14063.58,502913.50,35.76
2017-08-01,2017,144,Madinat Al Mataar,Dubai South,Dubai South,24.91,55.16,Unit,297,8324.41,675942.00,81.20
2017-08-01,2017,148,Marsa Dubai,Dubai Marina,Dubai Marina,25.08,55.14,Unit,206,15818.90,2066031.00,130.60
2017-08-01,2017,149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),25.03,55.19,Unit,52,9697.07,547012.50,56.42
2017-08-01,2017,149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),25.03,55.19,Villa,17,10349.70,1391000.00,134.40
2017-08-01,2017,161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,25.16,55.31,Unit,43,12690.17,967372.00,76.23
2017-08-01,2017,167,Nadd Hessa,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12,55.39,Unit,65,8880.24,666551.00,75.06
2017-08-01,2017,174,Palm Jumeirah,Palm Jumeirah,Palm Jumeirah,25.12,55.14,Unit,46,20462.16,2577500.00,126.87
2017-08-01,2017,200,Wadi Al Safa 2,Dubailand,Dubailand,25.06,55.25,Land,25,2894.67,2171000.00,750.00
2017-08-01,2017,200,Wadi Al Safa 2,Dubailand,Dubailand,25.06,55.25,Unit,37,7473.55,770000.00,103.03
2017-08-01,2017,201,Wadi Al Safa 3,Dubai Hills Estate,Dubai Hills Estate,25.12,55.26,Villa,26,5711.59,2775000.00,486.12
2017-08-01,2017,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Unit,21,9093.58,620000.00,68.18
2017-08-01,2017,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Villa,26,8579.82,1673000.00,195.00
2017-08-01,2017,204,Wadi Al Safa 6,Arabian Ranches,Arabian Ranches,25.05,55.28,Villa,22,6577.44,3067500.00,467.26
2017-08-01,2017,205,Wadi Al Safa 7,Mudon,Mudon,25.02,55.27,Villa,26,8006.45,4361944.00,542.99
2017-08-01,2017,210,Zaabeel Second,Zabeel 2,Zabeel 2,25.23,55.29,Unit,95,19262.09,1302888.00,67.64
2017-09-01,2017,9,Al Barsha South Fifth,Al Barsha South 5,Al Barsha South 5,25.05,55.19,Unit,40,9752.61,1667500.00,172.94
2017-09-01,2017,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Unit,119,10118.27,399773.00,39.51
2017-09-01,2017,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Villa,13,11003.76,2772508.00,251.96
2017-09-01,2017,14,Al Barshaa South Third,Al Barsha South 3,Al Barsha South 3,25.06,55.24,Unit,69,11804.14,587020.00,49.73
2017-09-01,2017,20,Al Goze Fourth,Al Quoz 4,Al Quoz 4,25.15,55.25,Unit,19,8126.63,486054.00,59.81
2017-09-01,2017,28,Al Hebiah Fifth,DAMAC Hills 2 (Akoya),DAMAC Hills 2 (Akoya),24.99,55.37,Unit,12,9416.80,1090000.00,115.69
2017-09-01,2017,30,Al Hebiah Fourth,DAMAC Hills,DAMAC Hills,25.03,55.26,Unit,105,10362.87,1149450.00,110.92
2017-09-01,2017,35,Al Jadaf,Al Jaddaf,Al Jaddaf,25.21,55.32,Land,12,9476.35,11549235.00,1218.74
2017-09-01,2017,35,Al Jadaf,Al Jaddaf,Al Jaddaf,25.21,55.32,Unit,15,15455.29,942000.00,60.95
2017-09-01,2017,39,Al Khairan First,Dubai Creek Harbour,Dubai Creek Harbour,25.20,55.36,Unit,107,17175.12,1780888.00,103.69
2017-09-01,2017,43,Al Kheeran,,Al Kheeran,25.22,55.36,Unit,11,11845.28,2404000.00,202.95
2017-09-01,2017,49,Al Merkadh,Meydan,Meydan,25.16,55.31,Unit,20,15944.75,1269840.00,79.64
2017-09-01,2017,82,Al Thanayah Fourth,The Greens & The Views,The Greens & The Views,25.09,55.17,Villa,34,7714.97,2937500.00,379.75
2017-09-01,2017,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Unit,72,11568.32,887500.00,76.72
2017-09-01,2017,83,Al Thanyah Fifth,Jumeirah Lakes Towers,Jumeirah Lakes Towers,25.07,55.14,Villa,12,6213.48,4475000.00,719.50
2017-09-01,2017,84,Al Thanyah First,Emirates Hills,Emirates Hills,25.06,55.16,Unit,17,11247.56,1619648.00,144.00
2017-09-01,2017,85,Al Thanyah Third,Barsha Heights (TECOM),Barsha Heights (TECOM),25.10,55.17,Unit,36,15025.02,1132500.00,75.41
2017-09-01,2017,95,Al Warsan First,International City,International City,25.17,55.42,Unit,88,7352.36,432500.00,59.00
2017-09-01,2017,95,Al Warsan First,International City,International City,25.17,55.42,Villa,15,11291.87,1770000.00,156.75
2017-09-01,2017,96,Al Warsan Second,,Al Warsan Second,,,Land,10,4360.11,5887000.00,1350.20
2017-09-01,2017,98,Al Wasl,Al Wasl (City Walk area),Al Wasl (City Walk area),25.20,55.26,Unit,13,19461.56,4200000.00,215.81
2017-09-01,2017,99,Al Yelayiss 1,Town Square (Al Yelayiss 1),Town Square (Al Yelayiss 1),25.00,55.30,Villa,25,7725.48,2150000.00,278.30
2017-09-01,2017,100,Al Yelayiss 2,Town Square,Town Square,25.00,55.29,Unit,53,10754.86,935888.00,87.02
2017-09-01,2017,100,Al Yelayiss 2,Town Square,Town Square,25.00,55.29,Villa,17,7036.06,1360000.00,193.29
2017-09-01,2017,103,Al Yufrah 2,DAMAC Lagoons / Al Yufrah 2,DAMAC Lagoons / Al Yufrah 2,24.96,55.38,Land,60,9153.32,1600000.00,174.80
2017-09-01,2017,104,Al Yufrah 3,Al Yufrah 3,Al Yufrah 3,24.96,55.38,Land,16,9153.32,1600000.00,174.80
2017-09-01,2017,104,Al Yufrah 3,Al Yufrah 3,Al Yufrah 3,24.96,55.38,Villa,10,10704.87,1625000.00,151.80
2017-09-01,2017,118,Burj Khalifa,Downtown Dubai,Downtown Dubai,25.19,55.28,Unit,168,22271.92,2051888.00,92.13
2017-09-01,2017,120,Business Bay,Business Bay,Business Bay,25.19,55.26,Unit,155,13993.09,955308.00,68.27
2017-09-01,2017,122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,24.99,55.17,Unit,16,7011.53,814248.50,116.24
2017-09-01,2017,126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,25.16,55.29,Land,52,8729.85,4553888.00,521.75
2017-09-01,2017,126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,25.16,55.29,Unit,126,14226.72,853888.00,60.02
2017-09-01,2017,126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,25.16,55.29,Villa,65,10624.20,3243888.00,305.33
2017-09-01,2017,133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,25.05,55.13,Unit,75,12059.16,530000.00,43.95
2017-09-01,2017,134,Jabal Ali Industrial First,,Jabal Ali Industrial First,,,Land,16,4910.39,29491375.50,5952.05
2017-09-01,2017,135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,,,Unit,15,13829.20,502000.00,36.30
2017-09-01,2017,144,Madinat Al Mataar,Dubai South,Dubai South,24.91,55.16,Unit,313,7851.01,786200.00,100.14
2017-09-01,2017,144,Madinat Al Mataar,Dubai South,Dubai South,24.91,55.16,Villa,26,5486.70,2438388.00,444.45
2017-09-01,2017,148,Marsa Dubai,Dubai Marina,Dubai Marina,25.08,55.14,Unit,220,16420.59,1128500.00,68.72
2017-09-01,2017,149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),25.03,55.19,Unit,39,10020.40,835000.00,83.33
2017-09-01,2017,167,Nadd Hessa,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12,55.39,Unit,64,8762.70,808763.50,92.37
2017-09-01,2017,174,Palm Jumeirah,Palm Jumeirah,Palm Jumeirah,25.12,55.14,Unit,39,19248.27,2750000.00,142.87
2017-09-01,2017,200,Wadi Al Safa 2,Dubailand,Dubailand,25.06,55.25,Unit,41,7335.84,654137.00,89.17
2017-09-01,2017,203,Wadi Al Safa 5,Liwan,Liwan,25.11,55.37,Villa,16,8656.12,1688000.00,194.99
2017-09-01,2017,204,Wadi Al Safa 6,Arabian Ranches,Arabian Ranches,25.05,55.28,Villa,18,5955.25,3250000.00,551.87
2017-09-01,2017,205,Wadi Al Safa 7,Mudon,Mudon,25.02,55.27,Villa,40,8306.96,1500000.00,180.64
2017-09-01,2017,210,Zaabeel Second,Zabeel 2,Zabeel 2,25.23,55.29,Unit,48,18921.81,1921888.00,101.57
2017-10-01,2017,9,Al Barsha South Fifth,Al Barsha South 5,Al Barsha South 5,25.05,55.19,Unit,46,12799.86,542906.00,42.41
2017-10-01,2017,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Unit,142,10280.20,776828.00,75.56
2017-10-01,2017,10,Al Barsha South Fourth,Arjan,Arjan,25.06,55.24,Villa,12,8035.26,2300000.00,286.24
2017-10-01,2017,14,Al Barshaa South Third,Al Barsha South 3,Al Barsha South 3,25.06,55.24,Unit,33,11619.55,485000.00,41.74
2017-10-01,2017,20,Al Goze Fourth,Al Quoz 4,Al Quoz 4,25.15,55.25,Unit,39,7803.83,3408558.00,436.78
2017-10-01,2017,28,Al Hebiah Fifth,DAMAC Hills 2 (Akoya),DAMAC Hills 2 (Akoya),24.99,55.37,Unit,23,8870.41,640000.00,72.15
