area_id,area_name,display_name,area,year,bedroom_category,txn_count
120,Business Bay,Business Bay,Business Bay,2010,Penthouse,18
120,Business Bay,Business Bay,Business Bay,2010,Studio,90
120,Business Bay,Business Bay,Business Bay,2011,1BR,325
120,Business Bay,Business Bay,Business Bay,2011,2BR,273
120,Business Bay,Business Bay,Business Bay,2011,3BR,190
120,Business Bay,Business Bay,Business Bay,2011,4BR+,58
120,Business Bay,Business Bay,Business Bay,2011,Non-residential,890
120,Business Bay,Business Bay,Business Bay,2011,Penthouse,11
120,Business Bay,Business Bay,Business Bay,2011,Studio,74
120,Business Bay,Business Bay,Business Bay,2012,1BR,683
120,Business Bay,Business Bay,Business Bay,2012,2BR,390
120,Business Bay,Business Bay,Business Bay,2012,3BR,163
120,Business Bay,Business Bay,Business Bay,2012,4BR+,47
120,Business Bay,Business Bay,Business Bay,2012,Non-residential,1550
120,Business Bay,Business Bay,Business Bay,2012,Penthouse,13
120,Business Bay,Business Bay,Business Bay,2012,Studio,171
120,Business Bay,Business Bay,Business Bay,2013,1BR,1385
120,Business Bay,Business Bay,Business Bay,2013,2BR,863
120,Business Bay,Business Bay,Business Bay,2013,3BR,289
120,Business Bay,Business Bay,Business Bay,2013,4BR+,51
120,Business Bay,Business Bay,Business Bay,2013,Non-residential,2191
120,Business Bay,Business Bay,Business Bay,2013,Penthouse,11
120,Business Bay,Business Bay,Business Bay,2013,Studio,678
120,Business Bay,Business Bay,Business Bay,2014,1BR,1283
120,Business Bay,Business Bay,Business Bay,2014,2BR,625
120,Business Bay,Business Bay,Business Bay,2014,3BR,287
120,Business Bay,Business Bay,Business Bay,2014,4BR+,34
120,Business Bay,Business Bay,Business Bay,2014,Non-residential,2695
120,Business Bay,Business Bay,Business Bay,2014,Penthouse,29
120,Business Bay,Business Bay,Business Bay,2014,Studio,860
120,Business Bay,Business Bay,Business Bay,2015,1BR,606
120,Business Bay,Business Bay,Business Bay,2015,2BR,342
120,Business Bay,Business Bay,Business Bay,2015,3BR,109
120,Business Bay,Business Bay,Business Bay,2015,4BR+,18
120,Business Bay,Business Bay,Business Bay,2015,Non-residential,1143
120,Business Bay,Business Bay,Business Bay,2015,Penthouse,7
120,Business Bay,Business Bay,Business Bay,2015,Studio,1041
120,Business Bay,Business Bay,Business Bay,2016,1BR,685
120,Business Bay,Business Bay,Business Bay,2016,2BR,309
120,Business Bay,Business Bay,Business Bay,2016,3BR,111
120,Business Bay,Business Bay,Business Bay,2016,4BR+,25
120,Business Bay,Business Bay,Business Bay,2016,Non-residential,675
120,Business Bay,Business Bay,Business Bay,2016,Penthouse,8
120,Business Bay,Business Bay,Business Bay,2016,Studio,837
120,Business Bay,Business Bay,Business Bay,2017,1BR,759
120,Business Bay,Business Bay,Business Bay,2017,2BR,452
120,Business Bay,Business Bay,Business Bay,2017,3BR,127
120,Business Bay,Business Bay,Business Bay,2017,4BR+,19
120,Business Bay,Business Bay,Business Bay,2017,Non-residential,727
120,Business Bay,Business Bay,Business Bay,2017,Penthouse,7
120,Business Bay,Business Bay,Business Bay,2017,Studio,799
120,Business Bay,Business Bay,Business Bay,2018,1BR,900
120,Business Bay,Business Bay,Business Bay,2018,2BR,510
120,Business Bay,Business Bay,Business Bay,2018,3BR,82
120,Business Bay,Business Bay,Business Bay,2018,4BR+,8
120,Business Bay,Business Bay,Business Bay,2018,Non-residential,486
120,Business Bay,Business Bay,Business Bay,2018,Studio,603
120,Business Bay,Business Bay,Business Bay,2019,1BR,781
120,Business Bay,Business Bay,Business Bay,2019,2BR,376
120,Business Bay,Business Bay,Business Bay,2019,3BR,75
120,Business Bay,Business Bay,Business Bay,2019,4BR+,16
120,Business Bay,Business Bay,Business Bay,2019,Non-residential,682
120,Business Bay,Business Bay,Business Bay,2019,Studio,464
120,Business Bay,Business Bay,Business Bay,2020,1BR,752
120,Business Bay,Business Bay,Business Bay,2020,2BR,404
120,Business Bay,Business Bay,Business Bay,2020,3BR,140
120,Business Bay,Business Bay,Business Bay,2020,4BR+,22
120,Business Bay,Business Bay,Business Bay,2020,Non-residential,426
120,Business Bay,Business Bay,Business Bay,2020,Studio,488
120,Business Bay,Business Bay,Business Bay,2021,1BR,1675
120,Business Bay,Business Bay,Business Bay,2021,2BR,1121
120,Business Bay,Business Bay,Business Bay,2021,3BR,274
120,Business Bay,Business Bay,Business Bay,2021,4BR+,83
120,Business Bay,Business Bay,Business Bay,2021,Non-residential,675
120,Business Bay,Business Bay,Business Bay,2021,Penthouse,5
120,Business Bay,Business Bay,Business Bay,2021,Studio,948
120,Business Bay,Business Bay,Business Bay,2022,1BR,4300
120,Business Bay,Business Bay,Business Bay,2022,2BR,1878
120,Business Bay,Business Bay,Business Bay,2022,3BR,378
120,Business Bay,Business Bay,Business Bay,2022,4BR+,55
120,Business Bay,Business Bay,Business Bay,2022,Non-residential,864
120,Business Bay,Business Bay,Business Bay,2022,Studio,2407
120,Business Bay,Business Bay,Business Bay,2023,1BR,654
120,Business Bay,Business Bay,Business Bay,2023,2BR,327
120,Business Bay,Business Bay,Business Bay,2023,3BR,60
120,Business Bay,Business Bay,Business Bay,2023,Non-residential,170
120,Business Bay,Business Bay,Business Bay,2023,Studio,485
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2010,1BR,397
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2010,2BR,226
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2010,3BR,148
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2010,4BR+,34
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2010,Non-residential,25
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2010,Studio,206
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2011,1BR,332
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2011,2BR,63
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2011,3BR,14
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2011,4BR+,8
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2011,Studio,13
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2012,1BR,69
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2012,2BR,13
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2012,Non-residential,7
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2012,Studio,25
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2013,1BR,235
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2013,2BR,131
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2013,3BR,260
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2013,4BR+,555
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2013,Non-residential,95
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2013,Studio,35
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2014,1BR,613
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2014,2BR,146
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2014,3BR,103
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2014,4BR+,144
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2014,Non-residential,15
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2014,Studio,177
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2015,1BR,89
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2015,2BR,28
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2015,3BR,47
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2015,4BR+,126
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2015,Non-residential,6
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2015,Studio,29
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2016,1BR,206
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2016,2BR,49
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2016,3BR,42
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2016,4BR+,62
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2016,Non-residential,92
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2016,Studio,88
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2017,1BR,110
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2017,2BR,34
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2017,3BR,39
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2017,4BR+,36
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2017,Non-residential,109
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2017,Studio,80
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2018,1BR,42
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2018,2BR,8
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2018,3BR,31
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2018,4BR+,47
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2018,Non-residential,22
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2018,Studio,15
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2019,1BR,16
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2019,2BR,15
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2019,3BR,18
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2019,4BR+,49
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2019,Non-residential,26
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2020,1BR,12
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2020,2BR,16
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2020,3BR,170
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2020,4BR+,54
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2020,Non-residential,5
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2021,1BR,15
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2021,2BR,24
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2021,3BR,335
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2021,4BR+,67
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2021,Non-residential,16
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2021,Studio,7
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2022,1BR,29
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2022,2BR,14
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2022,3BR,56
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2022,4BR+,326
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2022,Non-residential,14
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2022,Studio,5
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2023,1BR,6
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2023,3BR,7
122,Dubai Investment Park First,Dubai Investment Park 1,Dubai Investment Park 1,2023,4BR+,45
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2011,Studio,42
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2012,1BR,16
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2012,2BR,31
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2012,3BR,13
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2012,Studio,21
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2013,1BR,18
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2013,2BR,86
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2013,3BR,22
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2013,Studio,55
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2014,1BR,131
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2014,2BR,79
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2014,3BR,13
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2014,Studio,143
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2015,1BR,27
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2015,2BR,10
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2015,Studio,56
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2016,1BR,55
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2016,2BR,68
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2016,3BR,10
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2016,Studio,34
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2017,1BR,18
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2017,2BR,75
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2017,Studio,18
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2018,1BR,7
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2018,2BR,18
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2018,Studio,6
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2019,2BR,8
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2019,Studio,8
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2020,1BR,5
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2020,2BR,6
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2021,2BR,15
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2021,Studio,10
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2022,1BR,5
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2022,2BR,13
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2022,Studio,10
123,Dubai Investment Park Second,Dubai Investment Park 2,Dubai Investment Park 2,2023,1BR,7
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2014,1BR,98
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2014,2BR,218
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2014,3BR,114
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2015,1BR,70
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2015,2BR,110
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2015,3BR,148
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2015,4BR+,255
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2016,1BR,64
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2016,2BR,60
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2016,3BR,281
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2016,4BR+,388
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2017,1BR,359
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2017,2BR,239
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2017,3BR,221
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2017,4BR+,248
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2018,1BR,272
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2018,2BR,214
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2018,3BR,148
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2018,4BR+,134
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2019,1BR,747
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2019,2BR,617
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2019,3BR,124
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2019,4BR+,261
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2019,Studio,9
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2020,1BR,254
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2020,2BR,171
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2020,3BR,180
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2020,4BR+,155
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2020,Studio,168
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2021,1BR,366
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2021,2BR,703
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2021,3BR,645
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2021,4BR+,341
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2021,Studio,240
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2022,1BR,1136
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2022,2BR,1176
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2022,3BR,465
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2022,4BR+,223
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2022,Studio,83
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2023,1BR,153
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2023,2BR,192
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2023,3BR,51
126,Hadaeq Sheikh Mohammed Bin Rashid,Mohammed Bin Rashid City,Mohammed Bin Rashid City,2023,4BR+,20
127,Hessyan First,,Hessyan First,2010,1BR,190
127,Hessyan First,,Hessyan First,2010,2BR,100
127,Hessyan First,,Hessyan First,2010,3BR,42
127,Hessyan First,,Hessyan First,2010,Studio,64
127,Hessyan First,,Hessyan First,2015,2BR,6
127,Hessyan First,,Hessyan First,2016,1BR,7
127,Hessyan First,,Hessyan First,2017,1BR,13
127,Hessyan First,,Hessyan First,2017,2BR,5
127,Hessyan First,,Hessyan First,2018,1BR,6
127,Hessyan First,,Hessyan First,2022,1BR,6
128,Hessyan Second,,Hessyan Second,2010,1BR,57
128,Hessyan Second,,Hessyan Second,2010,2BR,32
128,Hessyan Second,,Hessyan Second,2010,3BR,30
128,Hessyan Second,,Hessyan Second,2011,1BR,63
128,Hessyan Second,,Hessyan Second,2011,2BR,49
128,Hessyan Second,,Hessyan Second,2011,3BR,16
128,Hessyan Second,,Hessyan Second,2011,Studio,17
131,Island 2,,Island 2,2017,2BR,13
131,Island 2,,Island 2,2017,3BR,25
131,Island 2,,Island 2,2018,1BR,8
131,Island 2,,Island 2,2018,2BR,14
131,Island 2,,Island 2,2018,3BR,19
131,Island 2,,Island 2,2019,1BR,24
131,Island 2,,Island 2,2019,2BR,20
131,Island 2,,Island 2,2019,3BR,53
131,Island 2,,Island 2,2019,4BR+,26
131,Island 2,,Island 2,2020,1BR,8
131,Island 2,,Island 2,2020,2BR,14
131,Island 2,,Island 2,2020,3BR,12
131,Island 2,,Island 2,2021,1BR,8
131,Island 2,,Island 2,2021,2BR,10
131,Island 2,,Island 2,2021,3BR,37
131,Island 2,,Island 2,2021,4BR+,9
131,Island 2,,Island 2,2022,1BR,7
131,Island 2,,Island 2,2022,2BR,14
131,Island 2,,Island 2,2022,3BR,10
132,Jabal Ali,,Jabal Ali,2010,1BR,182
132,Jabal Ali,,Jabal Ali,2010,2BR,48
132,Jabal Ali,,Jabal Ali,2010,3BR,18
132,Jabal Ali,,Jabal Ali,2010,Non-residential,11
132,Jabal Ali,,Jabal Ali,2010,Studio,39
132,Jabal Ali,,Jabal Ali,2012,1BR,34
132,Jabal Ali,,Jabal Ali,2012,2BR,7
132,Jabal Ali,,Jabal Ali,2013,1BR,6
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2010,1BR,440
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2010,Studio,385
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2011,1BR,267
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2011,Studio,293
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2012,1BR,197
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2012,2BR,42
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2012,3BR,39
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2012,Non-residential,10
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2012,Studio,346
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2013,1BR,404
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2013,2BR,126
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2013,3BR,157
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2013,Non-residential,12
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2013,Studio,708
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2014,1BR,350
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2014,2BR,145
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2014,3BR,109
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2014,4BR+,32
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2014,Studio,311
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2015,1BR,303
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2015,2BR,85
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2015,3BR,97
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2015,4BR+,33
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2015,Studio,245
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2016,1BR,607
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2016,2BR,390
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2016,3BR,91
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2016,Studio,943
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2017,1BR,595
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2017,2BR,309
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2017,3BR,81
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2017,Studio,1248
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2018,1BR,275
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2018,2BR,79
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2018,3BR,40
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2018,4BR+,30
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2018,Studio,416
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2019,1BR,257
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2019,2BR,95
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2019,3BR,55
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2019,Studio,274
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2020,1BR,201
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2020,2BR,74
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2020,3BR,45
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2020,4BR+,15
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2020,Studio,160
