area_id,area_name,display_name,area,year,bedroom_category,txn_count
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2021,1BR,284
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2021,2BR,101
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2021,3BR,111
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2021,4BR+,24
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2021,Studio,318
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2022,1BR,855
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2022,2BR,502
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2022,3BR,159
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2022,4BR+,93
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2022,Non-residential,6
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2022,Studio,931
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2023,1BR,107
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2023,2BR,79
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2023,3BR,31
133,Jabal Ali First,Discovery Gardens & The Gardens,Discovery Gardens & The Gardens,2023,Studio,107
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2010,1BR,7
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2012,1BR,17
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2012,2BR,8
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2013,1BR,104
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2013,2BR,19
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2014,1BR,78
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2014,2BR,18
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2014,3BR,7
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2015,1BR,28
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2015,2BR,7
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2016,1BR,37
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2016,2BR,26
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2016,3BR,19
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2016,Non-residential,7
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2017,1BR,36
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2017,2BR,9
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2017,Studio,187
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2018,1BR,14
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2018,Studio,77
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2019,1BR,9
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2019,Studio,17
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2020,1BR,32
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2020,2BR,14
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2020,Studio,40
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2021,1BR,41
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2021,2BR,9
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2021,Studio,68
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2022,1BR,40
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2022,2BR,6
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2022,Studio,120
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2023,1BR,6
135,Jabal Ali Industrial Second,,Jabal Ali Industrial Second,2023,Studio,9
136,Jabal Ali Industrial Third,,Jabal Ali Industrial Third,2010,1BR,42
136,Jabal Ali Industrial Third,,Jabal Ali Industrial Third,2010,2BR,8
136,Jabal Ali Industrial Third,,Jabal Ali Industrial Third,2010,Studio,68
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2017,3BR,9
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2018,1BR,5
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2018,2BR,7
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2018,3BR,5
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2019,1BR,300
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2019,2BR,255
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2019,3BR,76
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2019,4BR+,75
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2020,1BR,74
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2020,2BR,87
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2020,3BR,49
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2020,4BR+,45
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2021,1BR,192
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2021,2BR,187
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2021,3BR,67
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2021,4BR+,43
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2022,1BR,281
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2022,2BR,245
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2022,3BR,71
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2022,4BR+,30
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2023,1BR,27
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2023,2BR,16
138,Jumeirah First,Jumeirah 1,Jumeirah 1,2023,3BR,5
139,Jumeirah Second,,Jumeirah Second,2021,3BR,8
139,Jumeirah Second,,Jumeirah Second,2022,3BR,21
139,Jumeirah Second,,Jumeirah Second,2022,4BR+,17
144,Madinat Al Mataar,Dubai South,Dubai South,2013,1BR,11
144,Madinat Al Mataar,Dubai South,Dubai South,2014,1BR,69
144,Madinat Al Mataar,Dubai South,Dubai South,2014,2BR,12
144,Madinat Al Mataar,Dubai South,Dubai South,2014,Studio,469
144,Madinat Al Mataar,Dubai South,Dubai South,2015,1BR,12
144,Madinat Al Mataar,Dubai South,Dubai South,2015,Studio,37
144,Madinat Al Mataar,Dubai South,Dubai South,2016,1BR,131
144,Madinat Al Mataar,Dubai South,Dubai South,2016,2BR,23
144,Madinat Al Mataar,Dubai South,Dubai South,2016,Studio,38
144,Madinat Al Mataar,Dubai South,Dubai South,2017,1BR,584
144,Madinat Al Mataar,Dubai South,Dubai South,2017,2BR,833
144,Madinat Al Mataar,Dubai South,Dubai South,2017,3BR,217
144,Madinat Al Mataar,Dubai South,Dubai South,2017,Studio,201
144,Madinat Al Mataar,Dubai South,Dubai South,2018,1BR,258
144,Madinat Al Mataar,Dubai South,Dubai South,2018,2BR,142
144,Madinat Al Mataar,Dubai South,Dubai South,2018,3BR,12
144,Madinat Al Mataar,Dubai South,Dubai South,2018,Studio,187
144,Madinat Al Mataar,Dubai South,Dubai South,2019,1BR,324
144,Madinat Al Mataar,Dubai South,Dubai South,2019,2BR,185
144,Madinat Al Mataar,Dubai South,Dubai South,2019,3BR,859
144,Madinat Al Mataar,Dubai South,Dubai South,2019,4BR+,337
144,Madinat Al Mataar,Dubai South,Dubai South,2019,Studio,188
144,Madinat Al Mataar,Dubai South,Dubai South,2020,1BR,64
144,Madinat Al Mataar,Dubai South,Dubai South,2020,2BR,94
144,Madinat Al Mataar,Dubai South,Dubai South,2020,3BR,331
144,Madinat Al Mataar,Dubai South,Dubai South,2020,4BR+,117
144,Madinat Al Mataar,Dubai South,Dubai South,2020,Studio,56
144,Madinat Al Mataar,Dubai South,Dubai South,2021,1BR,61
144,Madinat Al Mataar,Dubai South,Dubai South,2021,2BR,208
144,Madinat Al Mataar,Dubai South,Dubai South,2021,3BR,275
144,Madinat Al Mataar,Dubai South,Dubai South,2021,4BR+,86
144,Madinat Al Mataar,Dubai South,Dubai South,2021,Studio,47
144,Madinat Al Mataar,Dubai South,Dubai South,2022,1BR,112
144,Madinat Al Mataar,Dubai South,Dubai South,2022,2BR,229
144,Madinat Al Mataar,Dubai South,Dubai South,2022,3BR,674
144,Madinat Al Mataar,Dubai South,Dubai South,2022,4BR+,810
144,Madinat Al Mataar,Dubai South,Dubai South,2022,Studio,129
144,Madinat Al Mataar,Dubai South,Dubai South,2023,1BR,22
144,Madinat Al Mataar,Dubai South,Dubai South,2023,2BR,36
144,Madinat Al Mataar,Dubai South,Dubai South,2023,3BR,42
144,Madinat Al Mataar,Dubai South,Dubai South,2023,4BR+,14
144,Madinat Al Mataar,Dubai South,Dubai South,2023,Studio,22
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2015,1BR,53
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2015,2BR,35
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2015,Studio,18
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2016,1BR,7
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2016,2BR,7
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2019,1BR,12
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2019,2BR,17
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2020,2BR,5
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2022,1BR,61
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2022,2BR,180
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2022,3BR,59
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2022,Studio,6
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2023,1BR,96
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2023,2BR,70
145,Madinat Dubai Almelaheyah,,Madinat Dubai Almelaheyah,2023,3BR,25
148,Marsa Dubai,Dubai Marina,Dubai Marina,2010,1BR,2503
148,Marsa Dubai,Dubai Marina,Dubai Marina,2010,2BR,1940
148,Marsa Dubai,Dubai Marina,Dubai Marina,2010,3BR,828
148,Marsa Dubai,Dubai Marina,Dubai Marina,2010,4BR+,182
148,Marsa Dubai,Dubai Marina,Dubai Marina,2010,Non-residential,147
148,Marsa Dubai,Dubai Marina,Dubai Marina,2010,Penthouse,40
148,Marsa Dubai,Dubai Marina,Dubai Marina,2010,Studio,400
148,Marsa Dubai,Dubai Marina,Dubai Marina,2011,1BR,1982
148,Marsa Dubai,Dubai Marina,Dubai Marina,2011,2BR,1776
148,Marsa Dubai,Dubai Marina,Dubai Marina,2011,3BR,758
148,Marsa Dubai,Dubai Marina,Dubai Marina,2011,4BR+,161
148,Marsa Dubai,Dubai Marina,Dubai Marina,2011,Non-residential,177
148,Marsa Dubai,Dubai Marina,Dubai Marina,2011,Penthouse,28
148,Marsa Dubai,Dubai Marina,Dubai Marina,2011,Studio,202
148,Marsa Dubai,Dubai Marina,Dubai Marina,2012,1BR,2557
148,Marsa Dubai,Dubai Marina,Dubai Marina,2012,2BR,2283
148,Marsa Dubai,Dubai Marina,Dubai Marina,2012,3BR,1058
148,Marsa Dubai,Dubai Marina,Dubai Marina,2012,4BR+,280
148,Marsa Dubai,Dubai Marina,Dubai Marina,2012,Non-residential,47
148,Marsa Dubai,Dubai Marina,Dubai Marina,2012,Penthouse,62
148,Marsa Dubai,Dubai Marina,Dubai Marina,2012,Studio,354
148,Marsa Dubai,Dubai Marina,Dubai Marina,2013,1BR,3188
148,Marsa Dubai,Dubai Marina,Dubai Marina,2013,2BR,2538
148,Marsa Dubai,Dubai Marina,Dubai Marina,2013,3BR,1138
148,Marsa Dubai,Dubai Marina,Dubai Marina,2013,4BR+,231
148,Marsa Dubai,Dubai Marina,Dubai Marina,2013,Non-residential,43
148,Marsa Dubai,Dubai Marina,Dubai Marina,2013,Penthouse,107
148,Marsa Dubai,Dubai Marina,Dubai Marina,2013,Studio,444
148,Marsa Dubai,Dubai Marina,Dubai Marina,2014,1BR,2109
148,Marsa Dubai,Dubai Marina,Dubai Marina,2014,2BR,1720
148,Marsa Dubai,Dubai Marina,Dubai Marina,2014,3BR,659
148,Marsa Dubai,Dubai Marina,Dubai Marina,2014,4BR+,129
148,Marsa Dubai,Dubai Marina,Dubai Marina,2014,Non-residential,86
148,Marsa Dubai,Dubai Marina,Dubai Marina,2014,Penthouse,42
148,Marsa Dubai,Dubai Marina,Dubai Marina,2014,Studio,312
148,Marsa Dubai,Dubai Marina,Dubai Marina,2015,1BR,1274
148,Marsa Dubai,Dubai Marina,Dubai Marina,2015,2BR,873
148,Marsa Dubai,Dubai Marina,Dubai Marina,2015,3BR,397
148,Marsa Dubai,Dubai Marina,Dubai Marina,2015,4BR+,92
148,Marsa Dubai,Dubai Marina,Dubai Marina,2015,Non-residential,46
148,Marsa Dubai,Dubai Marina,Dubai Marina,2015,Penthouse,21
148,Marsa Dubai,Dubai Marina,Dubai Marina,2015,Studio,254
148,Marsa Dubai,Dubai Marina,Dubai Marina,2016,1BR,1064
148,Marsa Dubai,Dubai Marina,Dubai Marina,2016,2BR,1020
148,Marsa Dubai,Dubai Marina,Dubai Marina,2016,3BR,388
148,Marsa Dubai,Dubai Marina,Dubai Marina,2016,4BR+,52
148,Marsa Dubai,Dubai Marina,Dubai Marina,2016,Non-residential,28
148,Marsa Dubai,Dubai Marina,Dubai Marina,2016,Penthouse,23
148,Marsa Dubai,Dubai Marina,Dubai Marina,2016,Studio,184
148,Marsa Dubai,Dubai Marina,Dubai Marina,2017,1BR,1237
148,Marsa Dubai,Dubai Marina,Dubai Marina,2017,2BR,937
148,Marsa Dubai,Dubai Marina,Dubai Marina,2017,3BR,354
148,Marsa Dubai,Dubai Marina,Dubai Marina,2017,4BR+,69
148,Marsa Dubai,Dubai Marina,Dubai Marina,2017,Non-residential,37
148,Marsa Dubai,Dubai Marina,Dubai Marina,2017,Penthouse,12
148,Marsa Dubai,Dubai Marina,Dubai Marina,2017,Studio,356
148,Marsa Dubai,Dubai Marina,Dubai Marina,2018,1BR,829
148,Marsa Dubai,Dubai Marina,Dubai Marina,2018,2BR,874
148,Marsa Dubai,Dubai Marina,Dubai Marina,2018,3BR,355
148,Marsa Dubai,Dubai Marina,Dubai Marina,2018,4BR+,68
148,Marsa Dubai,Dubai Marina,Dubai Marina,2018,Non-residential,17
148,Marsa Dubai,Dubai Marina,Dubai Marina,2018,Penthouse,13
148,Marsa Dubai,Dubai Marina,Dubai Marina,2018,Studio,171
148,Marsa Dubai,Dubai Marina,Dubai Marina,2019,1BR,1138
148,Marsa Dubai,Dubai Marina,Dubai Marina,2019,2BR,1186
148,Marsa Dubai,Dubai Marina,Dubai Marina,2019,3BR,514
148,Marsa Dubai,Dubai Marina,Dubai Marina,2019,4BR+,132
148,Marsa Dubai,Dubai Marina,Dubai Marina,2019,Non-residential,38
148,Marsa Dubai,Dubai Marina,Dubai Marina,2019,Penthouse,7
148,Marsa Dubai,Dubai Marina,Dubai Marina,2019,Studio,146
148,Marsa Dubai,Dubai Marina,Dubai Marina,2020,1BR,890
148,Marsa Dubai,Dubai Marina,Dubai Marina,2020,2BR,861
148,Marsa Dubai,Dubai Marina,Dubai Marina,2020,3BR,511
148,Marsa Dubai,Dubai Marina,Dubai Marina,2020,4BR+,99
148,Marsa Dubai,Dubai Marina,Dubai Marina,2020,Non-residential,18
148,Marsa Dubai,Dubai Marina,Dubai Marina,2020,Penthouse,10
148,Marsa Dubai,Dubai Marina,Dubai Marina,2020,Studio,316
148,Marsa Dubai,Dubai Marina,Dubai Marina,2021,1BR,2023
148,Marsa Dubai,Dubai Marina,Dubai Marina,2021,2BR,2246
148,Marsa Dubai,Dubai Marina,Dubai Marina,2021,3BR,1098
148,Marsa Dubai,Dubai Marina,Dubai Marina,2021,4BR+,243
148,Marsa Dubai,Dubai Marina,Dubai Marina,2021,Non-residential,41
148,Marsa Dubai,Dubai Marina,Dubai Marina,2021,Penthouse,27
148,Marsa Dubai,Dubai Marina,Dubai Marina,2021,Studio,237
148,Marsa Dubai,Dubai Marina,Dubai Marina,2022,1BR,2693
148,Marsa Dubai,Dubai Marina,Dubai Marina,2022,2BR,2484
148,Marsa Dubai,Dubai Marina,Dubai Marina,2022,3BR,1161
148,Marsa Dubai,Dubai Marina,Dubai Marina,2022,4BR+,280
148,Marsa Dubai,Dubai Marina,Dubai Marina,2022,Non-residential,94
148,Marsa Dubai,Dubai Marina,Dubai Marina,2022,Penthouse,22
148,Marsa Dubai,Dubai Marina,Dubai Marina,2022,Studio,406
148,Marsa Dubai,Dubai Marina,Dubai Marina,2023,1BR,446
148,Marsa Dubai,Dubai Marina,Dubai Marina,2023,2BR,376
148,Marsa Dubai,Dubai Marina,Dubai Marina,2023,3BR,197
148,Marsa Dubai,Dubai Marina,Dubai Marina,2023,4BR+,48
148,Marsa Dubai,Dubai Marina,Dubai Marina,2023,Non-residential,6
148,Marsa Dubai,Dubai Marina,Dubai Marina,2023,Penthouse,7
148,Marsa Dubai,Dubai Marina,Dubai Marina,2023,Studio,106
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2010,1BR,100
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2010,2BR,97
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2010,Studio,323
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2011,1BR,24
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2011,2BR,138
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2011,Studio,337
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2012,1BR,35
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2012,2BR,125
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2012,Non-residential,24
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2012,Studio,400
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2013,1BR,277
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2013,2BR,159
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2013,3BR,5
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2013,Non-residential,18
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2013,Studio,752
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2014,1BR,347
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2014,2BR,78
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2014,3BR,17
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2014,Non-residential,9
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2014,Studio,641
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2015,1BR,228
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2015,2BR,125
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2015,3BR,33
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2015,Studio,340
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2016,1BR,317
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2016,2BR,126
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2016,3BR,17
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2016,Non-residential,8
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2016,Studio,396
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2017,1BR,186
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2017,2BR,181
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2017,3BR,48
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2017,4BR+,13
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2017,Studio,297
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2018,1BR,125
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2018,2BR,116
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2018,3BR,41
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2018,4BR+,27
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2018,Studio,142
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2019,1BR,122
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2019,2BR,103
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2019,3BR,22
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2019,4BR+,19
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2019,Studio,169
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2020,1BR,68
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2020,2BR,67
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2020,3BR,9
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2020,4BR+,7
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2020,Studio,108
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2021,1BR,304
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2021,2BR,182
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2021,3BR,73
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2021,4BR+,78
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2021,Studio,192
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2022,1BR,393
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2022,2BR,225
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2022,3BR,36
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2022,4BR+,14
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2022,Studio,292
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2023,1BR,59
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2023,2BR,25
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2023,3BR,12
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2023,4BR+,26
149,Me'Aisem First,Dubai Production City (IMPZ),Dubai Production City (IMPZ),2023,Studio,58
151,Mirdif,Mirdif,Mirdif,2014,1BR,106
151,Mirdif,Mirdif,Mirdif,2014,2BR,168
151,Mirdif,Mirdif,Mirdif,2014,3BR,84
151,Mirdif,Mirdif,Mirdif,2014,Studio,52
151,Mirdif,Mirdif,Mirdif,2015,1BR,43
151,Mirdif,Mirdif,Mirdif,2015,2BR,45
151,Mirdif,Mirdif,Mirdif,2015,3BR,66
151,Mirdif,Mirdif,Mirdif,2015,Studio,62
151,Mirdif,Mirdif,Mirdif,2016,1BR,16
151,Mirdif,Mirdif,Mirdif,2016,2BR,14
151,Mirdif,Mirdif,Mirdif,2016,Studio,11
151,Mirdif,Mirdif,Mirdif,2017,1BR,11
151,Mirdif,Mirdif,Mirdif,2017,2BR,23
151,Mirdif,Mirdif,Mirdif,2017,3BR,10
151,Mirdif,Mirdif,Mirdif,2017,Studio,6
151,Mirdif,Mirdif,Mirdif,2018,1BR,6
151,Mirdif,Mirdif,Mirdif,2018,2BR,23
151,Mirdif,Mirdif,Mirdif,2018,3BR,18
151,Mirdif,Mirdif,Mirdif,2019,2BR,13
151,Mirdif,Mirdif,Mirdif,2019,3BR,12
151,Mirdif,Mirdif,Mirdif,2020,1BR,5
151,Mirdif,Mirdif,Mirdif,2020,2BR,17
151,Mirdif,Mirdif,Mirdif,2020,3BR,8
151,Mirdif,Mirdif,Mirdif,2020,Studio,20
151,Mirdif,Mirdif,Mirdif,2021,1BR,9
151,Mirdif,Mirdif,Mirdif,2021,2BR,21
151,Mirdif,Mirdif,Mirdif,2021,3BR,22
151,Mirdif,Mirdif,Mirdif,2021,4BR+,5
151,Mirdif,Mirdif,Mirdif,2021,Studio,26
151,Mirdif,Mirdif,Mirdif,2022,1BR,68
151,Mirdif,Mirdif,Mirdif,2022,2BR,106
151,Mirdif,Mirdif,Mirdif,2022,3BR,121
151,Mirdif,Mirdif,Mirdif,2022,4BR+,55
151,Mirdif,Mirdif,Mirdif,2022,Studio,47
151,Mirdif,Mirdif,Mirdif,2023,1BR,9
151,Mirdif,Mirdif,Mirdif,2023,2BR,36
151,Mirdif,Mirdif,Mirdif,2023,3BR,28
151,Mirdif,Mirdif,Mirdif,2023,4BR+,17
152,Muhaisanah First,,Muhaisanah First,2020,1BR,12
152,Muhaisanah First,,Muhaisanah First,2020,2BR,13
152,Muhaisanah First,,Muhaisanah First,2020,3BR,12
152,Muhaisanah First,,Muhaisanah First,2021,1BR,93
152,Muhaisanah First,,Muhaisanah First,2021,2BR,74
152,Muhaisanah First,,Muhaisanah First,2021,3BR,36
152,Muhaisanah First,,Muhaisanah First,2022,1BR,140
152,Muhaisanah First,,Muhaisanah First,2022,2BR,168
152,Muhaisanah First,,Muhaisanah First,2022,3BR,45
152,Muhaisanah First,,Muhaisanah First,2023,1BR,8
152,Muhaisanah First,,Muhaisanah First,2023,2BR,25
161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,2014,1BR,177
161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,2014,2BR,113
161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,2014,3BR,11
161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,2015,1BR,51
161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,2015,2BR,50
161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,2016,1BR,45
161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,2016,2BR,35
161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,2016,3BR,6
161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,2016,4BR+,165
161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,2017,1BR,122
161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,2017,2BR,114
161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,2017,3BR,11
161,Nad Al Shiba First,Nad Al Sheba 1,Nad Al Sheba 1,2017,4BR+,19
